region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Tiengiang,2021-09-13,,estimate based on partial data,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-14,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-15,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-16,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-17,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-18,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-19,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-20,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-21,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-22,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-23,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-24,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-25,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-26,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Tiengiang,2021-09-27,,forecast,-0.0582193778819325,-0.0638130492616397,0.0786580555761218,-0.198605182445774,-0.112369809899345,-0.076918588885786,-0.0408456487498411,-0.0131899364678714,0.0520842872095444
Travinh,2021-05-31,,estimate,0.00665834326746773,0.00845745241469547,0.0459448946386358,-0.0614278571202315,-0.0248603588999852,-0.00484832544979765,0.0182818534428212,0.0384096091819226,0.0877922706686633
Travinh,2021-06-01,,estimate,0.00908730876011933,0.0109270835762684,0.0437728745391108,-0.0563473902817797,-0.0210135494039078,-0.00205847198968122,0.0207944426742274,0.0390093423672926,0.0854652567984452
Travinh,2021-06-02,,estimate,0.0123808554917493,0.0137652148046304,0.0421416060171311,-0.0519927763105751,-0.0169252781458507,0.00152359081488856,0.0238112140033348,0.0412890743758082,0.0858837179215174
Travinh,2021-06-03,,estimate,0.0156166892570464,0.0169575554677056,0.0409819635264139,-0.0476187698960154,-0.0122891692053849,0.00535850894557935,0.0270674357355639,0.0440162232670287,0.0870546764150071
Travinh,2021-06-04,,estimate,0.0193007625019657,0.0204856848192394,0.0402096371946137,-0.0430230986207695,-0.00707644360413595,0.00891915563415242,0.0310168840868291,0.0471911207338589,0.0882301259409457
Travinh,2021-06-05,,estimate,0.0232335212432382,0.0243276051094355,0.0397352305563613,-0.0394019038565597,-0.00291836843936277,0.0130193163748139,0.0347612507651971,0.0508584685224952,0.089882804330203
Travinh,2021-06-06,,estimate,0.028315390323527,0.0284581655815722,0.0394755718728617,-0.0355750823579275,0.00201944043030989,0.0176851956818305,0.0387974161167056,0.0549332347211509,0.0919905929809937
Travinh,2021-06-07,,estimate,0.032038034823631,0.0328493518341497,0.0393623683070874,-0.0314062782568359,0.00611342146297992,0.0222300486214599,0.0434701225676478,0.0599365924523668,0.0959552738104837
Travinh,2021-06-08,,estimate,0.0371189812422699,0.0374705087942389,0.0393455033563957,-0.0261268411791349,0.0111243554802356,0.0270705643155096,0.0477222517638853,0.064243313209278,0.0998339838888277
Travinh,2021-06-09,,estimate,0.0421875771702495,0.0422886161365414,0.0393905604334075,-0.0216069054852488,0.0162812429579192,0.0321318269365516,0.0517392844109917,0.0688316446525898,0.104596129094165
Travinh,2021-06-10,,estimate,0.0468604653866831,0.0472687305983982,0.0394727086379897,-0.0181555926216545,0.0217525263455897,0.0372270731804195,0.0567413394962588,0.0738647682435936,0.110890936500905
Travinh,2021-06-11,,estimate,0.0519300427028827,0.0523746414398255,0.0395707244488246,-0.0132815016772959,0.0269592197050027,0.0429977461955752,0.0611730415992295,0.0784650583646557,0.116922576645823
Travinh,2021-06-12,,estimate,0.0568968196562487,0.0575696813205188,0.0396642177442183,-0.00821097424896703,0.0321829344936375,0.0481696442876919,0.0661660545833483,0.083149277923247,0.121276925118074
Travinh,2021-06-13,,estimate,0.0619789206301028,0.0628175571143183,0.0397340554111653,-0.0020960410051125,0.0378706728084507,0.0531914012474109,0.0717479654539185,0.0874143946116865,0.128123823610167
Travinh,2021-06-14,,estimate,0.0674217216689585,0.068083072192398,0.0397631256171708,0.00373379101694792,0.0431470147604409,0.0580053995328344,0.0768680816783174,0.0921821661932894,0.134403073695381
Travinh,2021-06-15,,estimate,0.0725698688095243,0.0733327024633159,0.0397349833949539,0.0106841453994625,0.0479236399956045,0.063075900710741,0.0816877224171327,0.0974509757106498,0.141026896048923
Travinh,2021-06-16,,estimate,0.0777234447494752,0.0785350864860347,0.0396312560095524,0.0170719165188838,0.052688007326618,0.0680756985211762,0.0865643278373884,0.102480669394366,0.14574557954591
Travinh,2021-06-17,,estimate,0.0822424914274393,0.0836615034386267,0.0394313356498868,0.0233938708284438,0.0579840583658719,0.0732869038683648,0.0908475093177478,0.107446733647473,0.149555589494
Travinh,2021-06-18,,estimate,0.0869024879410677,0.0886863208143301,0.0391170081526155,0.029987146445682,0.0634162508679736,0.0782073633687578,0.0955426333527815,0.112304528006509,0.153840738184986
Travinh,2021-06-19,,estimate,0.0917067760512579,0.0935872706360897,0.0386810481889592,0.0357250555679098,0.0690863335132939,0.082844841945959,0.10065027217944,0.117188837123212,0.157623741756133
Travinh,2021-06-20,,estimate,0.0962975223551502,0.098345365369029,0.0381355409482209,0.0416792027690872,0.0744610217845911,0.0874678628984816,0.105667929823455,0.120914352184667,0.161328859190237
Travinh,2021-06-21,,estimate,0.100255447643227,0.102944344091161,0.0375151610712454,0.046083829309578,0.0793464649559171,0.0924718481458714,0.109857559075444,0.124969135912563,0.166012580411252
Travinh,2021-06-22,,estimate,0.104891847071683,0.107369704944513,0.0368729986911983,0.0503674110131416,0.0834093293926746,0.0971066751845757,0.113729761211156,0.129633531733045,0.170544862623872
Travinh,2021-06-23,,estimate,0.10925692203044,0.111607533717766,0.0362700871092247,0.055666951200243,0.0873153890895853,0.10165496305476,0.11813975486667,0.133370753104772,0.173960197620993
Travinh,2021-06-24,,estimate,0.113806157235316,0.115643399266044,0.0357624500565457,0.060761848598316,0.0919095360226356,0.105834082059284,0.121954424465106,0.137519883439534,0.176342719680652
Travinh,2021-06-25,,estimate,0.117634122460865,0.119461541880226,0.0353900300745456,0.064773251686865,0.0962776182397286,0.110099442467275,0.125611824864425,0.141317686396695,0.18000122418008
Travinh,2021-06-26,,estimate,0.12134815655149,0.123044482723256,0.0351704352394142,0.0689790744405215,0.0997984236760766,0.113759638112855,0.129519009725412,0.144662082813494,0.182727930768026
Travinh,2021-06-27,,estimate,0.124776966955037,0.126373097528917,0.03509814994031,0.0729386183847911,0.103624268954318,0.116886417249993,0.13287653030309,0.147634768202105,0.186072029545537
Travinh,2021-06-28,,estimate,0.127823165135584,0.129427155167459,0.0351479242807064,0.0743307638110811,0.106831921378919,0.119952945570971,0.136141575388678,0.150869722610398,0.189519543300108
Travinh,2021-06-29,,estimate,0.130635883397158,0.132186298994181,0.0352802388428266,0.0772325638296021,0.109198293802152,0.122612778732691,0.139129376809207,0.154003436016782,0.192342591491144
Travinh,2021-06-30,,estimate,0.133254375836826,0.13463140061518,0.0354472228838405,0.0801499330835473,0.111619794454353,0.125128911563772,0.141408276323492,0.156355046443732,0.19540041740058
Travinh,2021-07-01,,estimate,0.135736476666458,0.136746118960192,0.0355987732341021,0.0821444379021745,0.113626770381424,0.127131063406863,0.143435027529555,0.158171754357102,0.198443727819169
Travinh,2021-07-02,,estimate,0.137271342965327,0.138518380130939,0.0356895588070644,0.083671836306663,0.115225571837049,0.128782963759403,0.145325180230922,0.159372855635108,0.199992063590802
Travinh,2021-07-03,,estimate,0.138817948811296,0.139941426279443,0.0356865911734755,0.0844961120730256,0.117243989481898,0.130599108160812,0.147086765685895,0.160744898898734,0.200737721675542
