region,date,confirm
Bariavungtau,2021-07-10,4
Bentre,2021-07-10,0
Binhduong,2021-07-10,73
Binhphuoc,2021-07-10,1
Binhthuan,2021-07-10,0
Camau,2021-07-10,0
Cantho,2021-07-10,6
Caobang,2021-07-10,0
Daklak,2021-07-10,0
Daknong,2021-07-10,0
Danang,2021-07-10,1
Dienbien,2021-07-10,0
Dongnai,2021-07-10,26
Dongthap,2021-07-10,33
Gialai,2021-07-10,1
Hagiang,2021-07-10,0
Haiduong,2021-07-10,0
Haiphong,2021-07-10,0
Hanam,2021-07-10,0
Hanoi,2021-07-10,2
Hatinh,2021-07-10,3
Haugiang,2021-07-10,0
Hoabinh,2021-07-10,0
Hochiminh,2021-07-10,1229
Hungyen,2021-07-10,8
Khanhhoa,2021-07-10,29
Kiengiang,2021-07-10,1
Kontum,2021-07-10,0
Laichau,2021-07-10,0
Lamdong,2021-07-10,1
Langson,2021-07-10,0
Laocai,2021-07-10,0
Longan,2021-07-10,77
Namdinh,2021-07-10,0
Nghean,2021-07-10,1
Ninhbinh,2021-07-10,0
Ninhthuan,2021-07-10,0
Phutho,2021-07-10,0
Phuyen,2021-07-10,28
Quangbinh,2021-07-10,0
Quangnam,2021-07-10,2
Quangngai,2021-07-10,7
Quangninh,2021-07-10,0
Quangtri,2021-07-10,0
Soctrang,2021-07-10,2
Sonla,2021-07-10,0
Tayninh,2021-07-10,0
Thaibinh,2021-07-10,1
Thainguyen,2021-07-10,0
Thanhhoa,2021-07-10,1
Thuathienhue,2021-07-10,0
Tiengiang,2021-07-10,34
Travinh,2021-07-10,8
Tuyenquang,2021-07-10,0
Vinhlong,2021-07-10,0
Vinhphuc,2021-07-10,2
Yenbai,2021-07-10,0
Angiang,2021-07-11,0
Bacgiang,2021-07-11,0
Backan,2021-07-11,0
Baclieu,2021-07-11,0
Bacninh,2021-07-11,0
Bariavungtau,2021-07-11,0
Bentre,2021-07-11,0
Binhduong,2021-07-11,0
Binhphuoc,2021-07-11,0
Binhthuan,2021-07-11,0
Camau,2021-07-11,0
Cantho,2021-07-11,0
Caobang,2021-07-11,0
Daklak,2021-07-11,0
Daknong,2021-07-11,0
Danang,2021-07-11,0
Dienbien,2021-07-11,0
Dongnai,2021-07-11,0
Dongthap,2021-07-11,0
Gialai,2021-07-11,0
Hagiang,2021-07-11,0
Haiduong,2021-07-11,0
Haiphong,2021-07-11,0
Hanam,2021-07-11,0
Hanoi,2021-07-11,0
Hatinh,2021-07-11,0
Haugiang,2021-07-11,0
Hoabinh,2021-07-11,0
Hochiminh,2021-07-11,0
Hungyen,2021-07-11,0
Khanhhoa,2021-07-11,0
Kiengiang,2021-07-11,0
Kontum,2021-07-11,0
Laichau,2021-07-11,0
Lamdong,2021-07-11,0
Langson,2021-07-11,0
Laocai,2021-07-11,0
Longan,2021-07-11,0
Namdinh,2021-07-11,0
Nghean,2021-07-11,0
Ninhbinh,2021-07-11,0
Ninhthuan,2021-07-11,0
Phutho,2021-07-11,0
Phuyen,2021-07-11,0
Quangbinh,2021-07-11,0
Quangnam,2021-07-11,0
Quangngai,2021-07-11,0
Quangninh,2021-07-11,0
Quangtri,2021-07-11,0
Soctrang,2021-07-11,0
Sonla,2021-07-11,0
Tayninh,2021-07-11,0
Thaibinh,2021-07-11,0
Thainguyen,2021-07-11,0
Thanhhoa,2021-07-11,0
Thuathienhue,2021-07-11,0
Tiengiang,2021-07-11,0
Travinh,2021-07-11,0
Tuyenquang,2021-07-11,0
Vinhlong,2021-07-11,0
Vinhphuc,2021-07-11,0
Yenbai,2021-07-11,0
Angiang,2021-07-12,20
Bacgiang,2021-07-12,17
Backan,2021-07-12,0
Baclieu,2021-07-12,1
Bacninh,2021-07-12,22
Bariavungtau,2021-07-12,11
Bentre,2021-07-12,10
Binhduong,2021-07-12,441
Binhphuoc,2021-07-12,9
Binhthuan,2021-07-12,1
Camau,2021-07-12,6
Cantho,2021-07-12,1
Caobang,2021-07-12,0
Daklak,2021-07-12,1
Daknong,2021-07-12,0
Danang,2021-07-12,6
Dienbien,2021-07-12,0
Dongnai,2021-07-12,20
Dongthap,2021-07-12,171
Gialai,2021-07-12,0
Hagiang,2021-07-12,0
Haiduong,2021-07-12,0
Haiphong,2021-07-12,0
Hanam,2021-07-12,0
Hanoi,2021-07-12,14
Hatinh,2021-07-12,1
Haugiang,2021-07-12,9
Hoabinh,2021-07-12,0
Hochiminh,2021-07-12,2835
Hungyen,2021-07-12,8
Khanhhoa,2021-07-12,86
Kiengiang,2021-07-12,5
Kontum,2021-07-12,0
Laichau,2021-07-12,0
Lamdong,2021-07-12,1
Langson,2021-07-12,1
Laocai,2021-07-12,0
Longan,2021-07-12,73
Namdinh,2021-07-12,0
Nghean,2021-07-12,5
Ninhbinh,2021-07-12,1
Ninhthuan,2021-07-12,2
Phutho,2021-07-12,0
Phuyen,2021-07-12,85
Quangbinh,2021-07-12,0
Quangnam,2021-07-12,4
Quangngai,2021-07-12,19
Quangninh,2021-07-12,0
Quangtri,2021-07-12,0
Soctrang,2021-07-12,3
Sonla,2021-07-12,0
Tayninh,2021-07-12,16
Thaibinh,2021-07-12,0
Thainguyen,2021-07-12,0
Thanhhoa,2021-07-12,3
Thuathienhue,2021-07-12,0
Tiengiang,2021-07-12,64
Travinh,2021-07-12,7
Tuyenquang,2021-07-12,0
Vinhlong,2021-07-12,84
Vinhphuc,2021-07-12,5
Yenbai,2021-07-12,0
Angiang,2021-07-13,20
Bacgiang,2021-07-13,28
Backan,2021-07-13,0
Baclieu,2021-07-13,4
Bacninh,2021-07-13,4
Bariavungtau,2021-07-13,0
Bentre,2021-07-13,0
Binhduong,2021-07-13,0
Binhphuoc,2021-07-13,6
Binhthuan,2021-07-13,0
Camau,2021-07-13,7
Cantho,2021-07-13,0
Caobang,2021-07-13,0
Daklak,2021-07-13,0
Daknong,2021-07-13,0
Danang,2021-07-13,0
Dienbien,2021-07-13,0
Dongnai,2021-07-13,82
Dongthap,2021-07-13,129
Gialai,2021-07-13,3
Hagiang,2021-07-13,0
Haiduong,2021-07-13,0
Haiphong,2021-07-13,1
Hanam,2021-07-13,0
Hanoi,2021-07-13,27
Hatinh,2021-07-13,0
Haugiang,2021-07-13,0
Hoabinh,2021-07-13,1
Hochiminh,2021-07-13,1623
Hungyen,2021-07-13,7
Khanhhoa,2021-07-13,30
Kiengiang,2021-07-13,0
Kontum,2021-07-13,0
Laichau,2021-07-13,0
Lamdong,2021-07-13,3
Langson,2021-07-13,0
Laocai,2021-07-13,0
Longan,2021-07-13,0
Namdinh,2021-07-13,0
Nghean,2021-07-13,2
Ninhbinh,2021-07-13,0
Ninhthuan,2021-07-13,0
Phutho,2021-07-13,0
Phuyen,2021-07-13,26
Quangbinh,2021-07-13,0
Quangnam,2021-07-13,0
Quangngai,2021-07-13,10
Quangninh,2021-07-13,0
Quangtri,2021-07-13,0
Soctrang,2021-07-13,1
Sonla,2021-07-13,0
Tayninh,2021-07-13,8
Thaibinh,2021-07-13,0
Thainguyen,2021-07-13,0
Thanhhoa,2021-07-13,0
Thuathienhue,2021-07-13,1
Tiengiang,2021-07-13,92
Travinh,2021-07-13,2
Tuyenquang,2021-07-13,0
Vinhlong,2021-07-13,28
Vinhphuc,2021-07-13,1
Yenbai,2021-07-13,0
Angiang,2021-07-14,0
Bacgiang,2021-07-14,50
Backan,2021-07-14,0
Baclieu,2021-07-14,0
Bacninh,2021-07-14,17
Bariavungtau,2021-07-14,27
Bentre,2021-07-14,11
Binhduong,2021-07-14,0
Binhphuoc,2021-07-14,1
Binhthuan,2021-07-14,2
Camau,2021-07-14,0
Cantho,2021-07-14,0
Caobang,2021-07-14,0
Daklak,2021-07-14,0
Daknong,2021-07-14,0
Danang,2021-07-14,0
Dienbien,2021-07-14,0
Dongnai,2021-07-14,0
Dongthap,2021-07-14,12
Gialai,2021-07-14,0
Hagiang,2021-07-14,0
Haiduong,2021-07-14,0
Haiphong,2021-07-14,0
Hanam,2021-07-14,0
Hanoi,2021-07-14,1
Hatinh,2021-07-14,2
Haugiang,2021-07-14,0
Hoabinh,2021-07-14,0
Hochiminh,2021-07-14,900
Hungyen,2021-07-14,0
Khanhhoa,2021-07-14,0
Kiengiang,2021-07-14,2
Kontum,2021-07-14,0
Laichau,2021-07-14,0
Lamdong,2021-07-14,0
Langson,2021-07-14,0
Laocai,2021-07-14,1
Longan,2021-07-14,29
Namdinh,2021-07-14,1
Nghean,2021-07-14,1
Ninhbinh,2021-07-14,0
Ninhthuan,2021-07-14,0
Phutho,2021-07-14,0
Phuyen,2021-07-14,4
Quangbinh,2021-07-14,0
Quangnam,2021-07-14,1
Quangngai,2021-07-14,2
Quangninh,2021-07-14,0
Quangtri,2021-07-14,0
Soctrang,2021-07-14,0
Sonla,2021-07-14,0
Tayninh,2021-07-14,5
Thaibinh,2021-07-14,0
Thainguyen,2021-07-14,0
Thanhhoa,2021-07-14,2
Thuathienhue,2021-07-14,0
Tiengiang,2021-07-14,0
Travinh,2021-07-14,0
Tuyenquang,2021-07-14,0
Vinhlong,2021-07-14,0
Vinhphuc,2021-07-14,0
Yenbai,2021-07-14,0
Angiang,2021-07-15,11
Bacgiang,2021-07-15,25
Backan,2021-07-15,0
Baclieu,2021-07-15,0
Bacninh,2021-07-15,0
Bariavungtau,2021-07-15,17
Bentre,2021-07-15,0
Binhduong,2021-07-15,0
Binhphuoc,2021-07-15,0
Binhthuan,2021-07-15,0
Camau,2021-07-15,0
Cantho,2021-07-15,0
Caobang,2021-07-15,0
Daklak,2021-07-15,0
Daknong,2021-07-15,1
Danang,2021-07-15,0
Dienbien,2021-07-15,0
Dongnai,2021-07-15,72
Dongthap,2021-07-15,37
Gialai,2021-07-15,0
Hagiang,2021-07-15,0
Haiduong,2021-07-15,0
Haiphong,2021-07-15,0
Hanam,2021-07-15,0
Hanoi,2021-07-15,12
Hatinh,2021-07-15,0
Haugiang,2021-07-15,0
Hoabinh,2021-07-15,0
Hochiminh,2021-07-15,625
Hungyen,2021-07-15,10
Khanhhoa,2021-07-15,18
Kiengiang,2021-07-15,0
Kontum,2021-07-15,0
Laichau,2021-07-15,0
Lamdong,2021-07-15,0
Langson,2021-07-15,0
Laocai,2021-07-15,0
Longan,2021-07-15,0
Namdinh,2021-07-15,0
Nghean,2021-07-15,0
Ninhbinh,2021-07-15,1
Ninhthuan,2021-07-15,7
Phutho,2021-07-15,0
Phuyen,2021-07-15,18
Quangbinh,2021-07-15,0
Quangnam,2021-07-15,0
Quangngai,2021-07-15,0
Quangninh,2021-07-15,0
Quangtri,2021-07-15,0
Soctrang,2021-07-15,0
Sonla,2021-07-15,0
Tayninh,2021-07-15,0
Thaibinh,2021-07-15,0
Thainguyen,2021-07-15,0
Thanhhoa,2021-07-15,0
Thuathienhue,2021-07-15,0
Tiengiang,2021-07-15,0
Travinh,2021-07-15,0
Tuyenquang,2021-07-15,0
Vinhlong,2021-07-15,0
Vinhphuc,2021-07-15,0
Yenbai,2021-07-15,0
Angiang,2021-07-16,1
Bacgiang,2021-07-16,36
Backan,2021-07-16,0
Baclieu,2021-07-16,0
Bacninh,2021-07-16,11
Bariavungtau,2021-07-16,6
Bentre,2021-07-16,45
Binhduong,2021-07-16,508
Binhphuoc,2021-07-16,30
Binhthuan,2021-07-16,28
Camau,2021-07-16,3
Cantho,2021-07-16,25
Caobang,2021-07-16,0
Daklak,2021-07-16,2
Daknong,2021-07-16,2
Danang,2021-07-16,50
Dienbien,2021-07-16,0
Dongnai,2021-07-16,151
Dongthap,2021-07-16,223
Gialai,2021-07-16,0
Hagiang,2021-07-16,0
Haiduong,2021-07-16,0
Haiphong,2021-07-16,1
Hanam,2021-07-16,0
Hanoi,2021-07-16,27
Hatinh,2021-07-16,2
Haugiang,2021-07-16,7
Hoabinh,2021-07-16,0
Hochiminh,2021-07-16,5571
Hungyen,2021-07-16,30
Khanhhoa,2021-07-16,74
Kiengiang,2021-07-16,10
Kontum,2021-07-16,0
Laichau,2021-07-16,0
Lamdong,2021-07-16,4
Langson,2021-07-16,1
Laocai,2021-07-16,1
Longan,2021-07-16,74
Namdinh,2021-07-16,0
Nghean,2021-07-16,16
Ninhbinh,2021-07-16,0
Ninhthuan,2021-07-16,15
Phutho,2021-07-16,0
Phuyen,2021-07-16,84
Quangbinh,2021-07-16,0
Quangnam,2021-07-16,1
Quangngai,2021-07-16,22
Quangninh,2021-07-16,5
Quangtri,2021-07-16,0
Soctrang,2021-07-16,3
Sonla,2021-07-16,0
Tayninh,2021-07-16,3
Thaibinh,2021-07-16,1
Thainguyen,2021-07-16,0
Thanhhoa,2021-07-16,24
Thuathienhue,2021-07-16,0
Tiengiang,2021-07-16,146
Travinh,2021-07-16,3
Tuyenquang,2021-07-16,0
Vinhlong,2021-07-16,67
Vinhphuc,2021-07-16,3
Yenbai,2021-07-16,0
Angiang,2021-07-17,4
Bacgiang,2021-07-17,0
Backan,2021-07-17,0
Baclieu,2021-07-17,0
Bacninh,2021-07-17,2
Bariavungtau,2021-07-17,0
Bentre,2021-07-17,34
Binhduong,2021-07-17,124
Binhphuoc,2021-07-17,7
Binhthuan,2021-07-17,0
Camau,2021-07-17,0
Cantho,2021-07-17,4
Caobang,2021-07-17,0
Daklak,2021-07-17,0
Daknong,2021-07-17,1
Danang,2021-07-17,0
Dienbien,2021-07-17,0
Dongnai,2021-07-17,43
Dongthap,2021-07-17,41
Gialai,2021-07-17,1
Hagiang,2021-07-17,0
Haiduong,2021-07-17,0
Haiphong,2021-07-17,0
Hanam,2021-07-17,0
Hanoi,2021-07-17,2
Hatinh,2021-07-17,0
Haugiang,2021-07-17,0
Hoabinh,2021-07-17,0
Hochiminh,2021-07-17,1769
Hungyen,2021-07-17,0
Khanhhoa,2021-07-17,22
Kiengiang,2021-07-17,0
Kontum,2021-07-17,0
Laichau,2021-07-17,0
Lamdong,2021-07-17,1
Langson,2021-07-17,0
Laocai,2021-07-17,0
Longan,2021-07-17,0
Namdinh,2021-07-17,0
Nghean,2021-07-17,0
Ninhbinh,2021-07-17,0
Ninhthuan,2021-07-17,0
Phutho,2021-07-17,0
Phuyen,2021-07-17,1
Quangbinh,2021-07-17,0
Quangnam,2021-07-17,0
Quangngai,2021-07-17,0
Quangninh,2021-07-17,0
Quangtri,2021-07-17,0
Soctrang,2021-07-17,6
Sonla,2021-07-17,0
Tayninh,2021-07-17,0
Thaibinh,2021-07-17,0
Thainguyen,2021-07-17,0
Thanhhoa,2021-07-17,0
Thuathienhue,2021-07-17,0
Tiengiang,2021-07-17,0
Travinh,2021-07-17,0
Tuyenquang,2021-07-17,0
Vinhlong,2021-07-17,42
Vinhphuc,2021-07-17,0
Yenbai,2021-07-17,0
Angiang,2021-07-18,0
Bacgiang,2021-07-18,1
Backan,2021-07-18,0
Baclieu,2021-07-18,0
Bacninh,2021-07-18,3
Bariavungtau,2021-07-18,0
Bentre,2021-07-18,0
Binhduong,2021-07-18,35
Binhphuoc,2021-07-18,7
Binhthuan,2021-07-18,37
Camau,2021-07-18,0
Cantho,2021-07-18,12
Caobang,2021-07-18,0
Daklak,2021-07-18,1
Daknong,2021-07-18,0
Danang,2021-07-18,1
Dienbien,2021-07-18,0
Dongnai,2021-07-18,72
Dongthap,2021-07-18,65
Gialai,2021-07-18,0
Hagiang,2021-07-18,0
Haiduong,2021-07-18,0
Haiphong,2021-07-18,1
Hanam,2021-07-18,2
Hanoi,2021-07-18,33
Hatinh,2021-07-18,0
Haugiang,2021-07-18,0
Hoabinh,2021-07-18,0
Hochiminh,2021-07-18,2318
Hungyen,2021-07-18,13
Khanhhoa,2021-07-18,31
Kiengiang,2021-07-18,9
Kontum,2021-07-18,0
Laichau,2021-07-18,0
Lamdong,2021-07-18,1
Langson,2021-07-18,0
Laocai,2021-07-18,0
Longan,2021-07-18,42
Namdinh,2021-07-18,0
Nghean,2021-07-18,5
Ninhbinh,2021-07-18,0
Ninhthuan,2021-07-18,4
Phutho,2021-07-18,0
Phuyen,2021-07-18,0
Quangbinh,2021-07-18,0
Quangnam,2021-07-18,0
Quangngai,2021-07-18,4
Quangninh,2021-07-18,0
Quangtri,2021-07-18,0
Soctrang,2021-07-18,1
Sonla,2021-07-18,0
Tayninh,2021-07-18,0
Thaibinh,2021-07-18,0
Thainguyen,2021-07-18,0
Thanhhoa,2021-07-18,0
Thuathienhue,2021-07-18,1
Tiengiang,2021-07-18,0
Travinh,2021-07-18,0
Tuyenquang,2021-07-18,0
Vinhlong,2021-07-18,0
Vinhphuc,2021-07-18,0
Yenbai,2021-07-18,0
Angiang,2021-07-19,0
Bacgiang,2021-07-19,0
Backan,2021-07-19,0
Baclieu,2021-07-19,0
Bacninh,2021-07-19,0
Bariavungtau,2021-07-19,0
Bentre,2021-07-19,0
Binhduong,2021-07-19,0
Binhphuoc,2021-07-19,0
Binhthuan,2021-07-19,0
Camau,2021-07-19,0
Cantho,2021-07-19,0
Caobang,2021-07-19,0
Daklak,2021-07-19,0
Daknong,2021-07-19,0
Danang,2021-07-19,0
Dienbien,2021-07-19,0
Dongnai,2021-07-19,0
Dongthap,2021-07-19,0
Gialai,2021-07-19,0
Hagiang,2021-07-19,0
Haiduong,2021-07-19,0
Haiphong,2021-07-19,0
Hanam,2021-07-19,0
Hanoi,2021-07-19,0
Hatinh,2021-07-19,0
Haugiang,2021-07-19,0
Hoabinh,2021-07-19,0
Hochiminh,2021-07-19,0
Hungyen,2021-07-19,0
Khanhhoa,2021-07-19,0
Kiengiang,2021-07-19,0
Kontum,2021-07-19,0
Laichau,2021-07-19,0
Lamdong,2021-07-19,0
Langson,2021-07-19,0
Laocai,2021-07-19,0
Longan,2021-07-19,0
Namdinh,2021-07-19,0
Nghean,2021-07-19,0
Ninhbinh,2021-07-19,0
Ninhthuan,2021-07-19,0
Phutho,2021-07-19,0
Phuyen,2021-07-19,0
Quangbinh,2021-07-19,0
Quangnam,2021-07-19,0
Quangngai,2021-07-19,0
Quangninh,2021-07-19,0
Quangtri,2021-07-19,0
Soctrang,2021-07-19,0
Sonla,2021-07-19,0
Tayninh,2021-07-19,0
Thaibinh,2021-07-19,0
Thainguyen,2021-07-19,0
Thanhhoa,2021-07-19,0
Thuathienhue,2021-07-19,0
Tiengiang,2021-07-19,0
Travinh,2021-07-19,0
Tuyenquang,2021-07-19,0
Vinhlong,2021-07-19,0
Vinhphuc,2021-07-19,0
Yenbai,2021-07-19,0
Angiang,2021-07-20,32
Bacgiang,2021-07-20,5
Backan,2021-07-20,1
Baclieu,2021-07-20,2
Bacninh,2021-07-20,15
Bariavungtau,2021-07-20,119
Bentre,2021-07-20,97
Binhduong,2021-07-20,1084
Binhphuoc,2021-07-20,25
Binhthuan,2021-07-20,33
Camau,2021-07-20,1
Cantho,2021-07-20,67
Caobang,2021-07-20,0
Daklak,2021-07-20,2
Daknong,2021-07-20,8
Danang,2021-07-20,176
Dienbien,2021-07-20,0
Dongnai,2021-07-20,417
Dongthap,2021-07-20,374
Gialai,2021-07-20,5
Hagiang,2021-07-20,0
Haiduong,2021-07-20,1
Haiphong,2021-07-20,6
Hanam,2021-07-20,5
Hanoi,2021-07-20,74
Hatinh,2021-07-20,1
Haugiang,2021-07-20,26
Hoabinh,2021-07-20,0
Hochiminh,2021-07-20,10011
Hungyen,2021-07-20,17
Khanhhoa,2021-07-20,285
Kiengiang,2021-07-20,40
Kontum,2021-07-20,2
Laichau,2021-07-20,0
Lamdong,2021-07-20,3
Langson,2021-07-20,3
Laocai,2021-07-20,1
Longan,2021-07-20,219
Namdinh,2021-07-20,4
Nghean,2021-07-20,5
Ninhbinh,2021-07-20,1
Ninhthuan,2021-07-20,9
Phutho,2021-07-20,0
Phuyen,2021-07-20,176
Quangbinh,2021-07-20,0
Quangnam,2021-07-20,18
Quangngai,2021-07-20,26
Quangninh,2021-07-20,0
Quangtri,2021-07-20,0
Soctrang,2021-07-20,24
Sonla,2021-07-20,0
Tayninh,2021-07-20,101
Thaibinh,2021-07-20,0
Thainguyen,2021-07-20,0
Thanhhoa,2021-07-20,13
Thuathienhue,2021-07-20,4
Tiengiang,2021-07-20,374
Travinh,2021-07-20,38
Tuyenquang,2021-07-20,0
Vinhlong,2021-07-20,126
Vinhphuc,2021-07-20,9
Yenbai,2021-07-20,0
Angiang,2021-07-21,0
Bacgiang,2021-07-21,6
Backan,2021-07-21,0
Baclieu,2021-07-21,2
Bacninh,2021-07-21,0
Bariavungtau,2021-07-21,0
Bentre,2021-07-21,0
Binhduong,2021-07-21,0
Binhphuoc,2021-07-21,0
Binhthuan,2021-07-21,0
Camau,2021-07-21,0
Cantho,2021-07-21,0
Caobang,2021-07-21,0
Daklak,2021-07-21,0
Daknong,2021-07-21,0
Danang,2021-07-21,0
Dienbien,2021-07-21,0
Dongnai,2021-07-21,82
Dongthap,2021-07-21,26
Gialai,2021-07-21,0
Hagiang,2021-07-21,0
Haiduong,2021-07-21,0
Haiphong,2021-07-21,1
Hanam,2021-07-21,0
Hanoi,2021-07-21,25
Hatinh,2021-07-21,0
Haugiang,2021-07-21,0
Hoabinh,2021-07-21,1
Hochiminh,2021-07-21,0
Hungyen,2021-07-21,7
Khanhhoa,2021-07-21,28
Kiengiang,2021-07-21,0
Kontum,2021-07-21,0
Laichau,2021-07-21,0
Lamdong,2021-07-21,0
Langson,2021-07-21,0
Laocai,2021-07-21,0
Longan,2021-07-21,0
Namdinh,2021-07-21,0
Nghean,2021-07-21,0
Ninhbinh,2021-07-21,0
Ninhthuan,2021-07-21,0
Phutho,2021-07-21,0
Phuyen,2021-07-21,9
Quangbinh,2021-07-21,0
Quangnam,2021-07-21,0
Quangngai,2021-07-21,0
Quangninh,2021-07-21,0
Quangtri,2021-07-21,0
Soctrang,2021-07-21,1
Sonla,2021-07-21,0
Tayninh,2021-07-21,8
Thaibinh,2021-07-21,0
Thainguyen,2021-07-21,0
Thanhhoa,2021-07-21,0
Thuathienhue,2021-07-21,0
Tiengiang,2021-07-21,49
Travinh,2021-07-21,0
Tuyenquang,2021-07-21,0
Vinhlong,2021-07-21,0
Vinhphuc,2021-07-21,1
Yenbai,2021-07-21,0
Angiang,2021-07-22,0
Bacgiang,2021-07-22,0
Backan,2021-07-22,0
Baclieu,2021-07-22,0
Bacninh,2021-07-22,0
Bariavungtau,2021-07-22,0
Bentre,2021-07-22,0
Binhduong,2021-07-22,0
Binhphuoc,2021-07-22,0
Binhthuan,2021-07-22,0
Camau,2021-07-22,0
Cantho,2021-07-22,0
Caobang,2021-07-22,0
Daklak,2021-07-22,0
Daknong,2021-07-22,0
Danang,2021-07-22,0
Dienbien,2021-07-22,0
Dongnai,2021-07-22,0
Dongthap,2021-07-22,0
Gialai,2021-07-22,0
Hagiang,2021-07-22,0
Haiduong,2021-07-22,0
Haiphong,2021-07-22,0
Hanam,2021-07-22,0
Hanoi,2021-07-22,0
Hatinh,2021-07-22,0
Haugiang,2021-07-22,0
Hoabinh,2021-07-22,0
Hochiminh,2021-07-22,0
Hungyen,2021-07-22,0
Khanhhoa,2021-07-22,0
Kiengiang,2021-07-22,0
Kontum,2021-07-22,1
Laichau,2021-07-22,0
Lamdong,2021-07-22,0
Langson,2021-07-22,0
Laocai,2021-07-22,0
Longan,2021-07-22,0
Namdinh,2021-07-22,0
Nghean,2021-07-22,0
Ninhbinh,2021-07-22,0
Ninhthuan,2021-07-22,0
Phutho,2021-07-22,0
Phuyen,2021-07-22,0
Quangbinh,2021-07-22,0
Quangnam,2021-07-22,0
Quangngai,2021-07-22,0
Quangninh,2021-07-22,0
Quangtri,2021-07-22,0
Soctrang,2021-07-22,0
Sonla,2021-07-22,0
Tayninh,2021-07-22,0
Thaibinh,2021-07-22,0
Thainguyen,2021-07-22,0
Thanhhoa,2021-07-22,0
Thuathienhue,2021-07-22,0
Tiengiang,2021-07-22,0
Travinh,2021-07-22,0
Tuyenquang,2021-07-22,0
Vinhlong,2021-07-22,0
Vinhphuc,2021-07-22,0
Yenbai,2021-07-22,0
Angiang,2021-07-23,27
Bacgiang,2021-07-23,3
Backan,2021-07-23,0
Baclieu,2021-07-23,2
Bacninh,2021-07-23,20
Bariavungtau,2021-07-23,130
Bentre,2021-07-23,139
Binhduong,2021-07-23,2888
Binhphuoc,2021-07-23,21
Binhthuan,2021-07-23,92
Camau,2021-07-23,2
Cantho,2021-07-23,134
Caobang,2021-07-23,0
Daklak,2021-07-23,35
Daknong,2021-07-23,15
Danang,2021-07-23,103
Dienbien,2021-07-23,0
Dongnai,2021-07-23,753
Dongthap,2021-07-23,421
Gialai,2021-07-23,3
Hagiang,2021-07-23,6
Haiduong,2021-07-23,0
Haiphong,2021-07-23,3
Hanam,2021-07-23,0
Hanoi,2021-07-23,215
Hatinh,2021-07-23,3
Haugiang,2021-07-23,27
Hoabinh,2021-07-23,1
Hochiminh,2021-07-23,15857
Hungyen,2021-07-23,8
Khanhhoa,2021-07-23,109
Kiengiang,2021-07-23,48
Kontum,2021-07-23,1
Laichau,2021-07-23,0
Lamdong,2021-07-23,8
Langson,2021-07-23,2
Laocai,2021-07-23,2
Longan,2021-07-23,1110
Namdinh,2021-07-23,0
Nghean,2021-07-23,23
Ninhbinh,2021-07-23,0
Ninhthuan,2021-07-23,81
Phutho,2021-07-23,1
Phuyen,2021-07-23,131
Quangbinh,2021-07-23,2
Quangnam,2021-07-23,11
Quangngai,2021-07-23,45
Quangninh,2021-07-23,0
Quangtri,2021-07-23,0
Soctrang,2021-07-23,33
Sonla,2021-07-23,2
Tayninh,2021-07-23,241
Thaibinh,2021-07-23,1
Thainguyen,2021-07-23,0
Thanhhoa,2021-07-23,0
Thuathienhue,2021-07-23,1
Tiengiang,2021-07-23,228
Travinh,2021-07-23,39
Tuyenquang,2021-07-23,0
Vinhlong,2021-07-23,130
Vinhphuc,2021-07-23,27
Yenbai,2021-07-23,0
Angiang,2021-07-24,7
Bacgiang,2021-07-24,0
Backan,2021-07-24,0
Baclieu,2021-07-24,2
Bacninh,2021-07-24,0
Bariavungtau,2021-07-24,71
Bentre,2021-07-24,61
Binhduong,2021-07-24,785
Binhphuoc,2021-07-24,0
Binhthuan,2021-07-24,31
Camau,2021-07-24,2
Cantho,2021-07-24,23
Caobang,2021-07-24,0
Daklak,2021-07-24,27
Daknong,2021-07-24,4
Danang,2021-07-24,36
Dienbien,2021-07-24,0
Dongnai,2021-07-24,221
Dongthap,2021-07-24,75
Gialai,2021-07-24,1
Hagiang,2021-07-24,2
Haiduong,2021-07-24,0
Haiphong,2021-07-24,0
Hanam,2021-07-24,2
Hanoi,2021-07-24,9
Hatinh,2021-07-24,0
Haugiang,2021-07-24,9
Hoabinh,2021-07-24,0
Hochiminh,2021-07-24,5396
Hungyen,2021-07-24,4
Khanhhoa,2021-07-24,104
Kiengiang,2021-07-24,14
Kontum,2021-07-24,0
Laichau,2021-07-24,0
Lamdong,2021-07-24,2
Langson,2021-07-24,0
Laocai,2021-07-24,0
Longan,2021-07-24,1892
Namdinh,2021-07-24,0
Nghean,2021-07-24,2
Ninhbinh,2021-07-24,0
Ninhthuan,2021-07-24,8
Phutho,2021-07-24,0
Phuyen,2021-07-24,17
Quangbinh,2021-07-24,0
Quangnam,2021-07-24,3
Quangngai,2021-07-24,4
Quangninh,2021-07-24,0
Quangtri,2021-07-24,0
Soctrang,2021-07-24,0
Sonla,2021-07-24,0
Tayninh,2021-07-24,132
Thaibinh,2021-07-24,0
Thainguyen,2021-07-24,0
Thanhhoa,2021-07-24,0
Thuathienhue,2021-07-24,1
Tiengiang,2021-07-24,220
Travinh,2021-07-24,0
Tuyenquang,2021-07-24,0
Vinhlong,2021-07-24,25
Vinhphuc,2021-07-24,21
Yenbai,2021-07-24,0
Angiang,2021-07-25,2
Bacgiang,2021-07-25,0
Backan,2021-07-25,0
